City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,klyuchi,52.2667,79.1667,15.95,63,100,7.44,RU,1717449317
361,kolonia,50.9333,6.95,16.08,77,100,2.06,DE,1717449201
362,soufriere,13.8562,-61.0566,30.81,83,40,9.26,LC,1717449317
363,fonte boa,-2.4959,-66.2662,26.15,97,100,1.53,BR,1717449317
364,abalak,58.1286,68.5944,4.64,92,0,1.02,RU,1717449318
365,leninskoye,41.7589,69.3864,17.43,63,7,1.56,KZ,1717449318
366,walvis bay,-22.9575,14.5053,12.27,75,0,3.61,NA,1717449318
367,bardai,11.65,7.2333,24.99,67,100,3.85,NG,1717449318
368,nea alikarnassos,35.3333,25.1667,25.52,51,0,2.06,GR,1717449318
369,lazaro cardenas,17.9583,-102.2,30.12,52,3,6.2,MX,1717449318
370,rice lake,45.5061,-91.7382,26.18,61,75,6.17,US,1717449318
371,ingeniero jacobacci,-41.3427,-69.5448,3.5,66,100,5.41,AR,1717449319
372,new norfolk,-42.7826,147.0587,9.84,96,66,1.39,AU,1717449319
373,tekirdag,40.978,27.5085,21.64,54,37,1.36,TR,1717449319
374,hammerfest,70.6634,23.6821,11.25,76,40,2.57,NO,1717449319
375,stettler,52.3168,-112.7186,17.64,53,65,4.28,CA,1717449319
376,bowen,-20.0167,148.2333,14.92,79,0,2.83,AU,1717449286
377,dingli,35.8614,14.3822,21.09,64,0,4.63,MT,1717449319
378,thatta,24.7475,67.9235,28.01,77,4,7.11,PK,1717449319
379,caruthersville,36.1931,-89.6556,24.99,75,100,3.1,US,1717449319
380,itoman,26.1247,127.6694,23.01,81,20,3.6,JP,1717449269
381,sinabang,2.4803,96.3801,26.76,86,46,2.03,ID,1717449320
382,tosontsengel,48.7567,98.2839,8.66,58,75,1.31,MN,1717449320
383,uyuni,-20.4597,-66.825,10.6,23,48,3.19,BO,1717449320
384,bikenibeu village,1.3673,173.1241,29.98,74,40,3.09,KI,1717449320
385,necochea,-38.5473,-58.7368,7.09,69,77,3.65,AR,1717449320
386,borba,-4.3878,-59.5939,26.59,93,87,0.85,BR,1717449320
387,alta sierra,35.7291,-118.5495,21.17,35,72,5.19,US,1717449320
388,pimentel,-6.8367,-79.9342,21.16,68,0,6.17,PE,1717449321
389,rosario oeste,-14.8361,-56.4275,30.02,36,62,1.61,BR,1717449321
390,port blair,11.6667,92.75,28.35,82,93,6.0,IN,1717449282
391,dryden,49.7833,-92.7503,19.16,68,75,1.03,CA,1717449321
392,nykvarn,59.8,18.3,17.99,63,98,3.42,SE,1717449321
393,santana,-0.0583,-51.1817,29.1,84,75,2.57,BR,1717449321
394,rio claro,-22.4114,-47.5614,21.6,53,95,0.57,BR,1717449321
395,uruzgan,32.8333,66.0,24.6,20,64,1.09,AF,1717449321
396,charters towers,-20.1,146.2667,12.79,91,0,3.77,AU,1717449322
397,filadelfia,39.9523,-75.1638,30.72,51,75,3.09,US,1717449299
398,boguchany,58.3814,97.4531,4.92,94,100,1.79,RU,1717449322
399,alo,7.4178,6.7371,25.11,93,2,1.86,NG,1717449322
400,mazagao,-0.115,-51.2894,29.03,90,36,1.96,BR,1717449322
401,andalusia,31.3085,-86.4833,28.97,71,75,2.06,US,1717449322
402,olanchito,15.5,-86.5667,30.91,81,100,1.11,HN,1717449322
403,tolanaro,-25.0319,46.9987,21.04,94,75,6.17,MG,1717449322
404,zwedru,6.0667,-8.1281,23.32,98,100,1.4,LR,1717449323
405,limassol,34.675,33.0333,28.04,34,0,2.57,CY,1717449323
406,tver,56.8619,35.8931,17.38,86,54,2.24,RU,1717449323
407,nadym,65.5333,72.5167,-3.35,95,39,2.16,RU,1717449323
408,andkhoy,36.9529,65.1238,28.31,26,0,5.38,AF,1717449323
409,sarkand,45.41,79.9186,9.94,67,24,2.02,KZ,1717449323
410,usinsk,65.9939,57.5281,3.37,86,100,4.47,RU,1717449216
411,puerto plata,19.7934,-70.6884,29.95,63,94,2.55,DO,1717449069
412,mercedes,-34.6515,-59.4307,9.92,69,30,3.32,AR,1717449034
413,masoko,-9.3333,33.75,18.04,73,96,1.88,TZ,1717449323
414,taitung city,22.7583,121.1444,23.31,78,91,2.71,TW,1717449323
415,lubango,-14.9172,13.4925,11.15,32,18,1.16,AO,1717449324
416,seaside,36.6111,-121.8516,24.72,81,40,3.13,US,1717449043
417,zyrya,40.3661,50.2917,19.05,73,84,1.96,AZ,1717449324
418,sakleshpur,12.9667,75.7833,21.58,95,100,2.06,IN,1717449324
419,floro,61.5996,5.0328,8.98,81,100,6.69,NO,1717449324
420,lucas,41.6501,-83.6666,29.72,64,0,3.09,US,1717449324
421,kudat,6.8837,116.8477,26.96,94,100,2.06,MY,1717449324
422,pocatello,42.8713,-112.4455,18.95,74,40,10.29,US,1717449160
423,kingston,17.997,-76.7936,29.53,62,75,2.06,JM,1717449243
424,yuxia,34.0615,108.6291,20.34,56,100,3.63,CN,1717449325
425,rio preto da eva,-2.6994,-59.6997,25.74,96,100,1.48,BR,1717449325
426,petoskey,45.3733,-84.9553,28.17,47,0,5.36,US,1717449067
427,saldanha,-33.0117,17.9442,17.03,97,57,4.02,ZA,1717449325
428,noosa heads,-26.3833,153.15,10.19,69,43,3.38,AU,1717449325
429,tondano,1.3038,124.9112,21.05,98,100,0.13,ID,1717449325
430,dangriga,16.9692,-88.2321,29.49,71,53,4.65,BZ,1717449069
431,kununurra,-15.7667,128.7333,21.99,83,100,3.09,AU,1717449325
432,osmancik,40.9782,34.8047,17.26,88,22,0.72,TR,1717449325
433,fort-shevchenko,44.5086,50.263,23.71,55,0,3.69,KZ,1717449326
434,morehead city,34.7229,-76.726,27.78,69,0,6.69,US,1717449313
435,piacabucu,-10.4056,-36.4344,24.83,88,17,3.52,BR,1717449326
436,fort st. john,56.2499,-120.8529,8.94,93,100,3.6,CA,1717449163
437,mazyr,52.0495,29.2456,15.14,94,0,2.76,BY,1717449326
438,zhangatas,43.5667,69.75,15.68,39,28,4.12,KZ,1717449326
439,ballinasloe,53.3275,-8.2194,12.48,90,100,3.9,IE,1717449326
440,kavieng,-2.5744,150.7967,28.62,76,90,4.36,PG,1717449327
441,villa la angostura,-40.7617,-71.6463,3.05,94,100,1.2,AR,1717449327
442,khandyga,62.6667,135.6,12.51,57,23,1.99,RU,1717449327
443,macau,22.2006,113.5461,25.4,88,40,10.29,MO,1717449327
444,vilyuysk,63.7553,121.6247,14.44,90,81,2.24,RU,1717449327
445,tsiombe,-25.3,45.4833,20.28,88,4,4.77,MG,1717449327
446,sisimiut,66.9395,-53.6735,4.28,65,69,2.62,GL,1717449327
447,binhe,32.6883,112.8275,22.49,49,100,1.24,CN,1717449327
448,fairfax,38.8501,-77.3497,29.12,60,75,2.57,US,1717449309
449,la passe,45.5549,-0.8967,18.32,81,12,3.44,FR,1717449327
450,east ballina,-28.8667,153.5833,9.95,72,87,4.54,AU,1717449328
451,george,-33.963,22.4617,13.75,82,100,2.06,ZA,1717449328
452,rantepao,-2.9701,119.8978,19.26,99,100,0.99,ID,1717449328
453,gaspe,48.8334,-64.4819,18.12,72,20,4.12,CA,1717449328
454,kourou,5.1552,-52.6478,29.03,80,9,3.63,GF,1717449328
455,mahdia,35.5047,11.0622,20.97,68,10,6.06,TN,1717449328
456,isangel,-19.55,169.2667,26.06,78,20,2.06,VU,1717449328
457,miramichi,47.0043,-65.4654,14.39,79,89,4.05,CA,1717449328
458,imperatriz,-5.5264,-47.4917,32.03,51,40,2.57,BR,1717449315
459,sakchu-up,40.3894,125.0467,14.99,77,0,0.94,KP,1717449328
460,chateauneuf-sur-loire,47.8657,2.219,15.44,93,99,1.95,FR,1717449329
461,urbano santos,-3.2078,-43.4036,26.59,75,2,0.67,BR,1717449329
462,meadow lake,34.8014,-106.5436,32.61,11,8,3.93,US,1717449097
463,alvorada,-12.48,-49.1247,28.29,38,100,2.24,BR,1717449329
464,puerto armuelles,8.2833,-82.8667,25.61,89,100,2.24,PA,1717449329
465,mao,39.8885,4.2658,18.31,88,20,1.03,ES,1717449329
466,fundao,-19.9341,-40.4047,22.74,93,7,0.43,BR,1717449330
467,ljusdal,61.8288,16.0913,9.78,84,49,3.08,SE,1717449330
468,rio grande,-32.035,-52.0986,13.06,67,48,5.33,BR,1717449330
469,la ronge,55.1001,-105.2842,18.12,48,75,7.2,CA,1717449330
470,masvingo,-20.0637,30.8277,18.83,36,32,2.77,ZW,1717449330
471,indre arna,60.4247,5.4764,9.93,89,3,3.14,NO,1717449330
472,mount gambier,-37.8333,140.7667,5.8,82,100,1.63,AU,1717449330
473,arkhangel'sk,64.5401,40.5433,18.96,100,40,2.0,RU,1717449276
474,moyamba,8.1667,-12.4333,24.93,96,100,1.53,SL,1717449330
475,ridgecrest,35.6225,-117.6709,37.03,17,75,7.72,US,1717449133
476,sao mateus,-18.7161,-39.8589,21.59,87,4,1.76,BR,1717449140
477,kota kinabalu,5.9749,116.0724,24.99,94,20,2.06,MY,1717449331
478,tobias barreto,-11.1839,-37.9983,22.65,91,3,3.31,BR,1717449331
479,martuk,50.7475,56.5056,19.26,61,76,2.51,KZ,1717449331
480,imbituba,-28.24,-48.6703,12.81,91,100,6.09,BR,1717449079
481,rawson,-43.3002,-65.1023,8.31,50,100,13.68,AR,1717449331
482,plastun,44.7561,136.2939,6.28,88,100,0.77,RU,1717449331
483,midoun,33.8081,10.9923,21.92,74,5,9.95,TN,1717449331
484,fianarantsoa,-21.4333,47.0833,14.24,90,99,2.25,MG,1717449331
485,buncrana,55.1333,-7.45,13.87,91,31,4.36,IE,1717449332
486,obo,5.3998,26.4869,22.47,82,71,0.55,CF,1717449332
487,papao,-17.75,-149.55,29.82,76,100,4.18,PF,1717449332
488,rockport,28.0206,-97.0544,33.03,76,0,7.2,US,1717449332
489,putnok,48.3,20.4333,15.7,97,100,1.27,HU,1717449332
490,taro,-8.3862,115.28,22.0,100,87,0.21,ID,1717449332
491,kerikeri,-35.2268,173.9474,11.06,95,100,1.18,NZ,1717449332
492,ellsworth,44.5434,-68.4195,23.05,78,100,2.06,US,1717449332
493,taupo,-38.6833,176.0833,6.07,71,91,1.45,NZ,1717449332
494,porbandar,21.6422,69.6093,28.63,76,100,3.96,IN,1717449333
495,bel ombre,-4.6167,55.4167,28.91,79,20,3.09,SC,1717449333
496,juneau,58.3019,-134.4197,15.0,67,100,4.12,US,1717449333
497,bokoro,12.3807,17.0568,37.19,19,15,3.57,TD,1717449333
498,mpwapwa,-6.35,36.4833,17.3,93,73,1.84,TZ,1717449333
499,kutum,14.2,24.6667,28.58,9,43,4.39,SD,1717449333
500,mahina,-17.5065,-149.489,29.87,62,75,3.09,PF,1717449333
501,cabo san lucas,22.8909,-109.9124,33.17,35,0,2.06,MX,1717449122
502,kudymkar,59.0173,54.656,14.61,96,99,1.71,RU,1717449333
503,ghorawal,24.7667,82.7833,32.37,25,61,3.48,IN,1717449334
504,bamboo flat,11.7,92.7167,27.84,83,92,5.75,IN,1717449334
505,jeddah,21.5169,39.2192,33.92,26,0,1.54,SA,1717449334
506,motygino,58.1831,94.7592,3.77,89,99,2.68,RU,1717449334
507,cuyo,10.8525,121.0086,29.24,73,100,1.75,PH,1717449334
508,tomatlan,19.9333,-105.25,32.31,37,0,5.28,MX,1717449334
509,president roxas,7.1544,125.0558,24.01,95,88,0.84,PH,1717449335
510,amungan,15.3652,119.9582,27.75,76,99,1.52,PH,1717449335
511,yaprakli,40.7579,33.7782,16.16,71,2,0.88,TR,1717449335
512,campos belos,-13.0367,-46.7717,25.73,40,100,2.2,BR,1717449335
513,abu jibeha,11.4562,31.2285,33.18,26,6,2.19,SD,1717449335
514,sur,22.5667,59.5289,29.3,71,6,7.6,OM,1717449335
515,mil'kovo,55.6078,37.7956,17.81,90,25,3.89,RU,1717449335
516,nieuw amsterdam,5.8833,-55.0833,26.09,89,20,1.03,SR,1717449336
517,benghazi,32.1167,20.0667,27.2,50,29,6.73,LY,1717449336
518,manokwari,-0.8667,134.0833,26.11,78,100,1.62,ID,1717449242
519,prado,-17.3411,-39.2208,22.78,89,61,3.09,BR,1717449336
520,kem',64.9555,34.5793,9.39,99,100,2.13,RU,1717449336
521,sarankhola,22.3082,89.7897,28.15,88,100,3.11,BD,1717449336
522,douz,33.4663,9.0203,21.96,56,2,10.52,TN,1717449336
523,tshabong,-26.05,22.45,6.35,46,0,3.26,BW,1717449337
524,sao gabriel da cachoeira,-0.1303,-67.0892,25.21,96,100,0.9,BR,1717449337
525,howrah,22.5892,88.3103,29.0,94,40,3.09,IN,1717449337
526,tanout,14.9709,8.8879,34.24,23,87,5.31,NE,1717449337
527,aykhal,66.0,111.5,12.0,44,100,1.78,RU,1717449337
528,dzhalagash,45.0833,64.6667,20.04,21,7,4.29,KZ,1717449337
529,sainte-anne-des-monts,49.124,-66.4924,10.93,93,100,3.6,CA,1717449334
530,padangsidempuan,1.3667,99.2667,22.92,98,100,0.9,ID,1717449337
531,miastko,54.0028,16.9826,11.86,96,90,3.26,PL,1717449337
532,tarnogskiy gorodok,60.4997,43.5761,16.49,93,2,3.01,RU,1717449338
533,yuzhno-kurilsk,44.0306,145.8556,6.88,97,100,3.42,RU,1717449338
534,susuman,62.7833,148.1667,9.43,51,7,0.89,RU,1717449338
535,kristiansund,63.1115,7.732,9.36,74,75,4.12,NO,1717449338
536,vredendal,-31.6683,18.5012,13.84,89,99,11.71,ZA,1717449338
537,roma,43.2128,-75.4557,28.06,54,20,1.54,US,1717449151
538,fort wellington,6.4,-57.6,27.62,82,12,4.23,GY,1717449338
539,olyokminsk,60.3736,120.4264,14.43,54,99,1.04,RU,1717449338
540,inari,68.906,27.0288,18.11,68,100,1.85,FI,1717449339
541,rabo de peixe,37.8,-25.5833,18.73,99,20,5.14,PT,1717449339
542,mermoz boabab,14.7065,-17.4758,23.88,83,75,4.12,SN,1717449339
543,klaksvik,62.2266,-6.589,6.51,72,84,5.59,FO,1717449339
544,bangassou,4.7413,22.8184,22.77,93,97,0.65,CF,1717449339
545,peniche,39.3558,-9.3811,18.95,89,0,2.52,PT,1717449339
546,novoishimskiy,53.1981,66.7694,15.34,91,67,3.09,KZ,1717449339
547,zhigalovo,54.8097,105.1578,9.02,89,76,1.35,RU,1717449339
548,niafunke,15.9322,-3.9906,36.37,28,82,4.22,ML,1717449339
549,mogocha,53.7333,119.7667,8.93,77,100,1.29,RU,1717449340
550,san antonio de pale,-1.4014,5.6325,25.83,82,88,5.43,GQ,1717449340
551,christiansburg,37.1298,-80.4089,25.79,74,75,2.57,US,1717449136
552,inhambane,-23.865,35.3833,24.35,83,9,7.61,MZ,1717449340
553,sumbe,-11.2061,13.8437,21.92,83,23,2.85,AO,1717449340
554,santyoku,37.4406,129.1708,13.23,88,4,2.51,KR,1717449340
555,copiapo,-27.3667,-70.3333,12.83,49,100,1.28,CL,1717449291
556,wuyang,31.9925,116.2472,22.28,58,100,2.77,CN,1717449341
557,cloppenburg,52.85,8.0333,14.92,90,100,2.03,DE,1717449341
558,pak phanang,8.3511,100.202,26.96,80,100,3.2,TH,1717449341
559,erenhot,43.6475,111.9767,19.31,35,100,1.48,CN,1717449341
560,severodvinsk,64.5635,39.8302,18.96,96,98,2.76,RU,1717449341
561,woolgoolga,-30.1106,153.2007,6.69,60,57,1.13,AU,1717449341
562,laojunmiao,39.8333,97.7333,12.67,31,14,3.8,CN,1717449341
563,shakhtars'k,48.0625,38.5167,17.61,71,12,1.93,UA,1717449341
564,nhamunda,-2.1861,-56.7131,27.37,87,49,1.71,BR,1717449342
565,pyhajarvi,67.0701,27.2176,15.13,87,100,1.97,FI,1717449342
